7.229648590087890625e+00,5.088060379028320312e+00,1.730795669555664062e+01,1.134439468383789062e+01,4.788933147210627794e-04,9.467733502388000488e-01,3.656247258186340332e-02,1.656714826822280884e-02,8.772969245910644531e-03
1.531163024902343750e+01,6.056417465209960938e+00,3.244541549682617188e+01,1.257283782958984375e+01,1.315720379352569580e-03,8.415576815605163574e-01,1.934568770229816437e-02,4.716575890779495239e-02,1.351963877677917480e-01
2.123249435424804688e+01,5.312772750854492188e+00,4.068149948120117188e+01,1.181844329833984375e+01,9.300307137891650200e-04,6.077107787132263184e-01,2.283236384391784668e-02,7.402239739894866943e-02,4.058555066585540771e-01
2.804832839965820312e+01,4.147579193115234375e+00,4.194018173217773438e+01,9.548039436340332031e+00,6.009891876601614058e-05,2.047306895256042480e-01,4.918808117508888245e-02,1.346302628517150879e-01,8.071767091751098633e-01
3.582423019409179688e+01,3.888832569122314453e+00,4.021269607543945312e+01,9.101135253906250000e+00,3.375161031726747751e-05,1.247885823249816895e-01,7.591693103313446045e-02,1.531978845596313477e-01,8.824410438537597656e-01
4.378051376342773438e+01,3.779742717742919922e+00,4.057739639282226562e+01,9.768216133117675781e+00,4.668486144510097802e-05,7.351449877023696899e-02,9.688313305377960205e-02,1.882348656654357910e-01,9.390619993209838867e-01
5.249426269531250000e+01,4.205919265747070312e+00,4.119621276855468750e+01,1.072985935211181641e+01,9.426761971553787589e-05,5.905756354331970215e-02,1.074167862534523010e-01,1.971962302923202515e-01,9.460726976394653320e-01
5.975204467773437500e+01,4.425046920776367188e+00,4.118449020385742188e+01,1.124374198913574219e+01,1.896004105219617486e-04,7.049554586410522461e-02,9.225596487522125244e-02,1.567014455795288086e-01,9.230564832687377930e-01
6.753378295898437500e+01,4.519346237182617188e+00,4.000771331787109375e+01,1.017084884643554688e+01,3.736957660294137895e-05,4.673236981034278870e-02,1.305200755596160889e-01,2.294908165931701660e-01,9.457932114601135254e-01
7.549332427978515625e+01,4.469748497009277344e+00,3.899522399902343750e+01,9.594496726989746094e+00,1.897828406072221696e-05,6.122207641601562500e-02,1.250293999910354614e-01,2.241772562265396118e-01,9.317354559898376465e-01
8.411483764648437500e+01,4.338006019592285156e+00,3.909968185424804688e+01,9.404865264892578125e+00,2.250802208436653018e-05,9.670868515968322754e-02,8.583375066518783569e-02,1.551403403282165527e-01,9.098058342933654785e-01
9.381731414794921875e+01,5.003736495971679688e+00,3.831040573120117188e+01,1.008410549163818359e+01,4.305940092308446765e-05,1.917117983102798462e-01,6.178658828139305115e-02,1.317686140537261963e-01,8.517230749130249023e-01
1.003254547119140625e+02,4.694200515747070312e+00,3.884560394287109375e+01,1.012105751037597656e+01,5.104171577841043472e-05,2.088004052639007568e-01,6.014061346650123596e-02,1.290209591388702393e-01,8.403156995773315430e-01
1.072588806152343750e+02,4.826041221618652344e+00,4.070078277587890625e+01,9.598600387573242188e+00,1.666811840550508350e-05,7.033891975879669189e-02,1.097873002290725708e-01,2.305274009704589844e-01,9.270534515380859375e-01
1.163284835815429688e+02,4.084316253662109375e+00,3.974915695190429688e+01,9.301344871520996094e+00,2.535691601224243641e-05,5.535367131233215332e-02,1.004171147942543030e-01,2.209596186876296997e-01,9.559721946716308594e-01
1.241764831542968750e+02,3.791011333465576172e+00,3.952808380126953125e+01,9.744442939758300781e+00,4.623379209078848362e-05,3.541820868849754333e-02,1.340451985597610474e-01,2.417168766260147095e-01,9.687774181365966797e-01
1.316761627197265625e+02,4.152561187744140625e+00,3.850186157226562500e+01,9.800266265869140625e+00,3.666061456897296011e-05,3.792301937937736511e-02,1.666161864995956421e-01,2.052243500947952271e-01,9.521601200103759766e-01
1.399880065917968750e+02,4.283454895019531250e+00,3.908327102661132812e+01,9.896740913391113281e+00,4.034407174913212657e-05,4.220363870263099670e-02,1.557849645614624023e-01,2.182140648365020752e-01,9.563010931015014648e-01
1.481087188720703125e+02,4.082095146179199219e+00,3.913356781005859375e+01,1.026636123657226562e+01,4.856235682382248342e-05,6.881924718618392944e-02,1.072283908724784851e-01,1.789648383855819702e-01,9.288426041603088379e-01
1.557550354003906250e+02,3.531959533691406250e+00,3.785075759887695312e+01,8.922761917114257812e+00,3.493798794806934893e-05,7.918770611286163330e-02,1.138086020946502686e-01,1.952471584081649780e-01,9.238112568855285645e-01
1.637320098876953125e+02,3.729932785034179688e+00,3.831174468994140625e+01,8.794654846191406250e+00,1.528211942058987916e-05,9.053146094083786011e-02,1.158517301082611084e-01,1.944382488727569580e-01,9.020681977272033691e-01
1.726812286376953125e+02,3.426724433898925781e+00,3.760248565673828125e+01,8.831764221191406250e+00,3.295381247880868614e-05,1.139690876007080078e-01,8.854831010103225708e-02,1.511078178882598877e-01,8.970412611961364746e-01
1.808757019042968750e+02,3.882209300994873047e+00,3.761048889160156250e+01,9.282917022705078125e+00,7.648231985513120890e-05,1.330512762069702148e-01,8.504462242126464844e-02,1.391584575176239014e-01,8.773043751716613770e-01
1.880526275634765625e+02,3.715670585632324219e+00,3.780516052246093750e+01,8.969386100769042969e+00,9.532588592264801264e-05,1.208925023674964905e-01,1.029257848858833313e-01,1.293465346097946167e-01,8.585460782051086426e-01
1.958112792968750000e+02,3.233422279357910156e+00,3.867742919921875000e+01,9.227673530578613281e+00,7.312167872441932559e-05,6.558977067470550537e-02,1.128145679831504822e-01,1.820689588785171509e-01,9.378197193145751953e-01
2.041822509765625000e+02,3.425342559814453125e+00,3.872812271118164062e+01,9.458206176757812500e+00,4.722766243503428996e-05,4.371694847941398621e-02,1.173387616872787476e-01,2.267737537622451782e-01,9.622346758842468262e-01
2.124586181640625000e+02,3.704194545745849609e+00,3.932433319091796875e+01,9.644516944885253906e+00,2.862485780497081578e-05,4.726894199848175049e-02,1.058863848447799683e-01,2.423118650913238525e-01,9.648162126541137695e-01
2.201594543457031250e+02,3.783370971679687500e+00,3.955329895019531250e+01,9.409409523010253906e+00,2.202966243203263730e-05,5.467751622200012207e-02,1.141195148229598999e-01,2.300306856632232666e-01,9.522225260734558105e-01
2.281293182373046875e+02,4.346012115478515625e+00,4.019775390625000000e+01,9.910067558288574219e+00,3.013661626027897000e-05,4.723777994513511658e-02,1.147919073700904846e-01,2.363538593053817749e-01,9.595810770988464355e-01
2.361307067871093750e+02,4.359566688537597656e+00,4.091387176513671875e+01,1.079797267913818359e+01,4.846002047997899354e-05,8.801466226577758789e-02,7.304715365171432495e-02,1.793921589851379395e-01,9.309847950935363770e-01
2.441829681396484375e+02,4.267709732055664062e+00,4.099562835693359375e+01,1.062915802001953125e+01,2.949528607132378966e-05,1.641752272844314575e-01,5.678489431738853455e-02,1.604144871234893799e-01,8.760833144187927246e-01
2.512424316406250000e+02,4.745275497436523438e+00,4.126082992553710938e+01,1.025675868988037109e+01,1.699355561868287623e-05,1.416900604963302612e-01,6.946578621864318848e-02,1.758015602827072144e-01,8.723480701446533203e-01
2.595056457519531250e+02,4.589744567871093750e+00,4.078476715087890625e+01,9.464878082275390625e+00,1.062440878740744665e-05,1.488706022500991821e-01,6.514800339937210083e-02,1.639443933963775635e-01,8.767120242118835449e-01
2.691623229980468750e+02,4.509163856506347656e+00,4.023954010009765625e+01,8.881831169128417969e+00,1.528023858554661274e-05,2.406319528818130493e-01,5.655257403850555420e-02,1.226346269249916077e-01,7.832253575325012207e-01
2.773262023925781250e+02,4.389122009277343750e+00,4.095987701416015625e+01,9.087858200073242188e+00,1.568501647852826864e-05,3.354957997798919678e-01,5.629896372556686401e-02,9.229522198438644409e-02,6.078558564186096191e-01
2.843834838867187500e+02,4.531832695007324219e+00,4.207727813720703125e+01,9.906420707702636719e+00,3.580085467547178268e-05,4.171647727489471436e-01,4.377937316894531250e-02,7.840901613235473633e-02,5.261335968971252441e-01
